Customer Name,Email,Location,Model,Range(km),Vehicle Type,Launch Date,Description,Cost,Price (NPR),Units Sold,Sale Date,Payment Method,Sale Month number,Sale Month Name,Sale Year,Total Revenue,Profit
Mark Wong,melendezdenise@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-07-27,EMI,7,July,2024,13560000,8974500
Lawrence Nguyen,westvictor@norman.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-11-05,EMI,11,November,2023,13560000,8974500
Jessica Stevens,campbelldavid@henry-marquez.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-03-02,Full Cash,3,March,2023,33900000,29314500
Jason Stephens,shelly13@alvarez-nelson.net,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2024-02-01,EMI,2,February,2024,4115000,1334375
Jacob Morris,kathleen50@pham.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-12,Full Cash,9,September,2023,12345000,9564375
Madison Clark,stephen31@gmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2021-05-03,EMI,5,May,2021,0,-3982500
Michael Kim,toni33@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-15,EMI,9,September,2023,12345000,9564375
Sandra King,joelyang@rodriguez.org,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-18,EMI,9,September,2023,0,-2780625
Shaun Park,gschultz@rhodes.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-03-29,EMI,3,March,2021,11800000,7817500
Mary Hubbard,martinezmary@jenkins.net,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,0,2024-01-24,EMI,1,January,2024,0,-13162500
David Stephenson,lisa87@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-06-17,EMI,6,June,2023,13560000,8974500
Kimberly Valdez,sharoncraig@willis.biz,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2022-02-01,EMI,2,February,2022,11800000,7817500
John Aguilar,omurphy@richmond.info,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-18,EMI,9,September,2023,24690000,21909375
Nicole Rodriguez,kellypatterson@reynolds.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-04-27,Full Cash,4,April,2024,13560000,8974500
Raymond Bell,keith44@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-04-17,Full Cheque,4,April,2023,6780000,2194500
Rachel Ryan,kellibenton@richard-wilson.biz,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2022-12-06,EMI,12,December,2022,40680000,36094500
Alicia Andrews,danabyrd@riley.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-07-28,EMI,7,July,2023,20340000,15754500
Jeffrey Brown,fdiaz@yahoo.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-07-09,EMI,7,July,2021,5900000,1917500
Tiffany Morgan,rhall@webster.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-01-23,EMI,1,January,2023,0,-4585500
Elizabeth White,fguzman@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-06-01,EMI,6,June,2024,0,-4585500
Lawrence Nguyen,westvictor@norman.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-11-02,EMI,11,November,2023,13560000,8974500
Paula Daniels,hendersonmichelle@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-06-24,EMI,6,June,2024,40680000,36094500
Chelsea Robinson,richardnorris@stewart-snyder.biz,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-03-24,Full Cash,3,March,2024,33900000,29314500
Teresa Williams,anthony00@davis-powell.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-01-28,Full Cash,1,January,2023,0,-4585500
Jeffery Wilson,joseph18@ballard.org,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,1,2024-01-27,Full Cheque,1,January,2024,11000000,3575000
Eric Huynh,liujacob@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-11,EMI,9,September,2023,20575000,17794375
George Carrillo,bwalker@marquez-edwards.org,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-08-09,EMI,8,August,2023,33900000,29314500
John Palmer,ehughes@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-02-25,EMI,2,February,2023,13560000,8974500
Rodney Booth,christophercastaneda@walton-oconnell.biz,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-10-26,EMI,10,October,2023,0,-4585500
Kristin Buchanan,erikarodriguez@white.biz,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-05-11,EMI,5,May,2021,5900000,1917500
Luis Ingram,scott37@mcdonald-wood.info,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,5,2024-01-23,Full Cheque,1,January,2024,55000000,47575000
Joseph Marks,kaitlyn82@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-24,EMI,9,September,2023,0,-2780625
Jill Walker,stevenwilliams@hotmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2022-03-04,EMI,3,March,2022,5900000,1917500
Terry Key,david28@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2022-11-30,Full Cheque,11,November,2022,6780000,2194500
Gabriella Livingston,yrodriguez@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-11,EMI,9,September,2023,12345000,9564375
Blake Garcia,samuelbrown@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-04-13,Full Cash,4,April,2024,40680000,36094500
Sara Davies,pmoreno@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-12,EMI,9,September,2023,24690000,21909375
Samantha Martinez,dennisjames@yahoo.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-09-28,EMI,9,September,2021,5900000,1917500
Stacy Cordova,iellis@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-05-29,EMI,5,May,2024,0,-4585500
Martha Watson,jennifer15@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-06-25,EMI,6,June,2023,0,-4585500
Chad Vazquez,lanemichelle@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-01-12,EMI,1,January,2023,33900000,29314500
Gregory White,wardgeorge@gmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2022-03-27,EMI,3,March,2022,0,-3982500
John Wallace,johnsonkenneth@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-19,EMI,9,September,2023,4115000,1334375
Debra Jimenez,tracycollier@garcia-fields.org,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-12-30,EMI,12,December,2023,0,-2780625
Randy Carr,robertwebster@yahoo.com,Kathmandu,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,1,2024-12-26,EMI,12,December,2024,5890000,1910250
Wanda Nguyen,clarkcristian@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2023-05-30,EMI,5,May,2023,40680000,36094500
Robin Macdonald,henryjessica@gmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,5,2021-07-28,Full Cash,7,July,2021,29500000,25517500
Wendy Taylor,amber05@mccarthy.net,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,5,2021-07-22,Full Cash,7,July,2021,29500000,25517500
Madeline Mason,scottavila@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-05-30,EMI,5,May,2024,40680000,36094500
Pamela Hays,gguerra@warner.net,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-03-28,EMI,3,March,2021,17700000,13717500
Jimmy Jones,mcgrathmatthew@davis-clark.info,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,6,2023-06-24,EMI,6,June,2023,35400000,31417500
Danielle Cox,duranmiranda@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-12,EMI,9,September,2023,0,-2780625
Amy Gallegos,suttonsabrina@gmail.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,2,2024-01-25,Full Cheque,1,January,2024,22000000,14575000
Melissa Welch,amandawoods@gmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-03-28,EMI,3,March,2021,5900000,1917500
Laurie Meyer,phowell@smith.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-02-28,EMI,2,February,2023,33900000,29314500
Karl Reed,jorgemiller@rhodes-harrison.org,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2021-06-04,EMI,6,June,2021,0,-3982500
Vanessa Fuller,ashleygardner@gmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,5,2021-06-15,EMI,6,June,2021,29500000,25517500
Andrew Snyder,zhoffman@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-03-13,Full Cash,3,March,2024,33900000,29314500
Nicholas Thornton,pattersonrichard@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-05-06,EMI,5,May,2023,33900000,29314500
Haley Hendrix,jennifer30@miller.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-04-17,Full Cash,4,April,2024,13560000,8974500
Gary Velez,hickscurtis@wood.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-26,Full Cash,9,September,2023,8230000,5449375
Gregory Newman,derekmyers@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-05-01,EMI,5,May,2023,6780000,2194500
Andrew Kaufman,wmullins@ward.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-12,EMI,9,September,2023,24690000,21909375
Lawrence Nguyen,westvictor@norman.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2022-12-31,EMI,12,December,2022,33900000,29314500
Joanne White,jessereilly@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-07-25,Full Cheque,7,July,2023,0,-4585500
Joshua Moore,broberson@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-10-11,EMI,10,October,2023,33900000,29314500
Matthew Jones,vdavis@hatfield.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-03-17,EMI,3,March,2023,13560000,8974500
Janet Brandt,brownjohn@herrera.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-05-15,EMI,5,May,2024,40680000,36094500
Seth Mullins,smitheric@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-13,Full Cash,9,September,2023,0,-2780625
Anthony Foster,morrishannah@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2022-12-23,EMI,12,December,2022,40680000,36094500
Marc Rogers,barryrodgers@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-13,EMI,9,September,2023,8230000,5449375
Douglas Smith,tleach@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-19,EMI,9,September,2023,24690000,21909375
Christopher Smith,janderson@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-05-13,EMI,5,May,2024,0,-4585500
Casey Potter,iwallace@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-08-23,Full Cash,8,August,2023,33900000,29314500
Glen Meadows,danieleric@owen-stanley.biz,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-10-04,EMI,10,October,2023,20340000,15754500
Kyle Berry,paul31@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2024-07-01,EMI,7,July,2024,24690000,21909375
David Baker,meganreilly@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-07-27,Full Cheque,7,July,2024,20340000,15754500
Deanna Shaw,gutierrezbeth@hotmail.com,Kathmandu,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,6,2024-12-26,EMI,12,December,2024,35340000,31360250
Hannah Harrison,paulaandrews@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-20,Full Cash,9,September,2023,4115000,1334375
Troy Collins,hlawson@wallace.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2022-12-02,Full Cash,12,December,2022,0,-4585500
Kelli Baker,justingonzalez@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2023-01-27,EMI,1,January,2023,40680000,36094500
David Cooper,cookjeremy@medina.org,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-27,Full Cheque,9,September,2023,12345000,9564375
Lynn Ryan,uleonard@yahoo.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,6,2021-06-11,EMI,6,June,2021,35400000,31417500
Jill Kirby,xgraves@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-13,Full Cash,9,September,2023,8230000,5449375
Jonathan Alexander,ralphjimenez@williams-brown.biz,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-12-29,EMI,12,December,2023,13560000,8974500
Julia Burton,parksaustin@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-24,Full Cash,9,September,2023,8230000,5449375
Nicholas Lee,allison97@hotmail.com,Kathmandu,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,5,2024-12-26,EMI,12,December,2024,29450000,25470250
Taylor Campbell,christophertorres@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-04-22,EMI,4,April,2024,33900000,29314500
Jennifer Hill,zachary98@gmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,6,2021-05-15,Full Cash,5,May,2021,35400000,31417500
Jamie Flores,deborahheath@hickman.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-11-19,Full Cash,11,November,2022,20340000,15754500
Victoria Dean,kimberly52@rios.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,5,2024-07-21,EMI,7,July,2024,55000000,47575000
Jessica Jones,fryejoe@klein.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-06-07,EMI,6,June,2024,33900000,29314500
Eric Pena,wrightmegan@jimenez.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-01-10,EMI,1,January,2023,0,-4585500
Wendy Maxwell,andrealee@benson.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-04-10,EMI,4,April,2024,6780000,2194500
Kristopher Williams,ssharp@cooke.org,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-02-17,Full Cash,2,February,2024,0,-4585500
Samantha Bruce,uschneider@cook.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,5,2021-11-02,EMI,11,November,2021,29500000,25517500
Adrian Brooks,michaelapitts@flowers-hamilton.biz,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-16,Full Cash,9,September,2023,0,-2780625
Sarah Valdez,kmoody@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-24,EMI,9,September,2023,24690000,21909375
Sonya White,jared78@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-09-21,EMI,9,September,2023,6780000,2194500
Evan Singh,ssmith@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-03-08,EMI,3,March,2024,0,-4585500
Andrea Sexton,michael99@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-05-08,EMI,5,May,2024,40680000,36094500
Susan Evans,phillipsjustin@turner.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-04-20,Full Cash,4,April,2024,33900000,29314500
Natasha Rodriguez,lynchstacey@griffin.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-12-30,EMI,12,December,2023,0,-4585500
Amber Trujillo,bensonsamantha@hotmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-04-29,EMI,4,April,2021,5900000,1917500
Patricia Patterson,jasonvasquez@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-01-01,EMI,1,January,2024,20340000,15754500
Natalie Martin,michaelcole@wilson.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2022-12-22,EMI,12,December,2022,33900000,29314500
Wendy Valentine,gilbertkaren@rodriguez-glass.org,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-12-23,Full Cash,12,December,2023,33900000,29314500
Rebekah Griffin,elizabethlewis@yahoo.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-07-15,Full Cash,7,July,2021,5900000,1917500
Joseph Jones,ronaldduncan@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-13,Full Cash,9,September,2023,12345000,9564375
Megan Hinton,njones@hotmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2022-07-31,Full Cash,7,July,2022,0,-3982500
